category,time,headline,description,url,content
SPORTS,,KCB bags 'Corporate title' at Nakuru Chess Open,"The team will participate at the Kiambu Open Chess tournament that will be held at the Rainbow Resort on May 10-11, 2024 before the league resumes the weekend after in Kisumu....",/sports/kcb-bags-corporate-title-at-nakuru-chess-open-n362141,
,,,,,
,,,,,
,,,,,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
,,,,,
,,,,,
,,,,,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
,,,,,
,,,,,
,,,,,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
,,,,,
,,,,,
,,,,,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,"Beautiful homes, empty dreams: Kenya's urban housing headache",,/wananchi-reporting/beautiful-homes-empty-dreams-kenyas-urban-housing-headache-n362138,
WANANCHI REPORTING,,"Beautiful homes, empty dreams: Kenya's urban housing headache",,/wananchi-reporting/beautiful-homes-empty-dreams-kenyas-urban-housing-headache-n362138,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,Vihiga: Police Investigate Fatal Robbery in Irumbi,,/wananchi-reporting/vihiga-police-investigate-fatal-robbery-in-irumbi-n362137,
WANANCHI REPORTING,,Vihiga: Police Investigate Fatal Robbery in Irumbi,,/wananchi-reporting/vihiga-police-investigate-fatal-robbery-in-irumbi-n362137,
,,,,,
,,,,,
,,,,,
SPORTS,,Raphinha's Barca rise key to devastating Champions League run,That Barcelona are on the verge of the Champions League final is evidently in no small part down to the rise of Raphinha in his third season at the club.,/sports/raphinhas-barca-rise-key-to-devastating-champions-league-run-n362136,
SPORTS,,Raphinha's Barca rise key to devastating Champions League run,That Barcelona are on the verge of the Champions League final is evidently in no small part down to the rise of Raphinha in his third season at the club.,/sports/raphinhas-barca-rise-key-to-devastating-champions-league-run-n362136,
,,,,,
,,,,,
,,,,,
NEWS,,'You risk losing big if you shift your support for Ruto': Mudavadi warns Mt. Kenya,"Mudavadi said other regions envy the leadership and development benefits the region has received under President Ruto's tenure, saying it is time they reexamine where their political future lies....",/news/you-risk-losing-big-if-you-shift-your-support-for-ruto-mudavadi-warns-mt-kenya-n362133,
NEWS,,'You risk losing big if you shift your support for Ruto': Mudavadi warns Mt. Kenya,"Mudavadi said other regions envy the leadership and development benefits the region has received under President Ruto's tenure, saying it is time they reexamine where their political future lies....",/news/you-risk-losing-big-if-you-shift-your-support-for-ruto-mudavadi-warns-mt-kenya-n362133,
,,,,,
,,,,,
,,,,,
SPORTS,,Leverkusen draw hands Kane's Bayern Bundesliga title,"""Congratulations to Bayern. It's a deserved championship. They were the more consistent team over the season and they deserve the shield,"" Alonso told DAZN.",/sports/leverkusen-draw-hands-kanes-bayern-bundesliga-title-n362135,
SPORTS,,Leverkusen draw hands Kane's Bayern Bundesliga title,"""Congratulations to Bayern. It's a deserved championship. They were the more consistent team over the season and they deserve the shield,"" Alonso told DAZN.",/sports/leverkusen-draw-hands-kanes-bayern-bundesliga-title-n362135,
,,,,,
,,,,,
,,,,,
NEWS,,South Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/south-africa-exit-from-drc-to-be-completed-this-month-general-n362128,
NEWS,,South Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/south-africa-exit-from-drc-to-be-completed-this-month-general-n362128,
,,,,,
,,,,,
,,,,,
NEWS,,Trump says 'I don't know' if must uphold US Constitution as president,"He also said he is not seriously considering running for a third White House term, after musing publicly over an idea clearly barred by the nation's founding legal document....",/news/trump-says-i-dont-know-if-must-uphold-us-constitution-as-president-n362129,
NEWS,,Trump says 'I don't know' if must uphold US Constitution as president,"He also said he is not seriously considering running for a third White House term, after musing publicly over an idea clearly barred by the nation's founding legal document....",/news/trump-says-i-dont-know-if-must-uphold-us-constitution-as-president-n362129,
,,,,,
,,,,,
,,,,,
NEWS,,KLM cancels two more flights over grounded Boeing 787s,The scheduled flights for Shanghai and Los Angeles were scrapped on the heels of Saturday's cancellation of three flights to Mexico and the United States.,/news/klm-cancels-two-more-flights-over-grounded-boeing-787s-n362130,
NEWS,,KLM cancels two more flights over grounded Boeing 787s,The scheduled flights for Shanghai and Los Angeles were scrapped on the heels of Saturday's cancellation of three flights to Mexico and the United States.,/news/klm-cancels-two-more-flights-over-grounded-boeing-787s-n362130,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,'Two million' throng Lady Gaga concert at Rio's Copacabana,"""Brazil, I missed you so much,"" screamed the American pop star -- in her first Brazil gig since 2012 -- before launching into ""Poker Face"" on a monumental chessboard, one of many grandiose backdrops i...",/entertainment/two-million-throng-lady-gaga-concert-at-rios-copacabana-n362131,
ENTERTAINMENT,,'Two million' throng Lady Gaga concert at Rio's Copacabana,"""Brazil, I missed you so much,"" screamed the American pop star -- in her first Brazil gig since 2012 -- before launching into ""Poker Face"" on a monumental chessboard, one of many grandiose backdrops i...",/entertainment/two-million-throng-lady-gaga-concert-at-rios-copacabana-n362131,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NEWS,,'We will not move on’: Grieving parents launch petition over Gen Z protest killings,"Nearly a year after the bloodshed, not a single conviction has been secured. The government remains silent, even as autopsy reports confirmed that gunshot wounds and blunt force trauma were the leadin...",/news/we-will-not-move-on-grieving-parents-launch-petition-over-gen-z-protest-killings-n362127,
NEWS,,'We will not move on’: Grieving parents launch petition over Gen Z protest killings,"Nearly a year after the bloodshed, not a single conviction has been secured. The government remains silent, even as autopsy reports confirmed that gunshot wounds and blunt force trauma were the leadin...",/news/we-will-not-move-on-grieving-parents-launch-petition-over-gen-z-protest-killings-n362127,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NEWS,,DP Kindiki dismisses opposition alliance as 'coalition of failures',"Speaking during an empowerment forum for local traders in Gatundu North, Kindiki asserted that the Kenya Kwanza administration's main challenge is not political alliances but the commitment to deliver...",/news/dp-kindiki-dismisses-opposition-alliance-as-coalition-of-failures-n362126,
NEWS,,DP Kindiki dismisses opposition alliance as 'coalition of failures',"Speaking during an empowerment forum for local traders in Gatundu North, Kindiki asserted that the Kenya Kwanza administration's main challenge is not political alliances but the commitment to deliver...",/news/dp-kindiki-dismisses-opposition-alliance-as-coalition-of-failures-n362126,
,,,,,
,,,,,
,,,,,
SPORTS,,Rising Stars fall to Tunisia in second AFCON U-20 tie," ""We didn’t play well comparing with the Morocco match and our defence was caught in areas we did not defend well,"" said Assistant Coach Anthony Akhulia in the post match interview....",/sports/rising-stars-fall-to-tunisia-in-second-afcon-u-20-tie-n362134,
SPORTS,,Rising Stars fall to Tunisia in second AFCON U-20 tie," ""We didn’t play well comparing with the Morocco match and our defence was caught in areas we did not defend well,"" said Assistant Coach Anthony Akhulia in the post match interview....",/sports/rising-stars-fall-to-tunisia-in-second-afcon-u-20-tie-n362134,
,,,,,
,,,,,
,,,,,
NEWS,,KEMSA feted for leading Occupational Safety and Health (OSH) practices,KEMSA says the Kisumu RDC’s recognition is notable given the logistical complexities often associated with regional supply chain operations.,/news/kemsa-feted-for-leading-occupational-safety-and-health-osh-practices-n361444,
NEWS,,KEMSA feted for leading Occupational Safety and Health (OSH) practices,KEMSA says the Kisumu RDC’s recognition is notable given the logistical complexities often associated with regional supply chain operations.,/news/kemsa-feted-for-leading-occupational-safety-and-health-osh-practices-n361444,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NEWS,,Three arrested after shoe thrown at President Ruto in Migori,"A short five-second video captures the moment when a person from the crowd listening to President Ruto as he addressed the public threw a shoe, hitting him on the head.",/news/three-arrested-after-shoe-thrown-at-president-ruto-in-migori-n362124,
NEWS,,Three arrested after shoe thrown at President Ruto in Migori,"A short five-second video captures the moment when a person from the crowd listening to President Ruto as he addressed the public threw a shoe, hitting him on the head.",/news/three-arrested-after-shoe-thrown-at-president-ruto-in-migori-n362124,
,,,,,
,,,,,
,,,,,
NEWS,,"Oburu backs Ruto-ODM deal, tells Orengo to toe the party line or leave","Speaking during an inter-denominational prayer service attended by President William Ruto at Kadika Primary School in Suna East, Migori County, Oburu defended the broad-based government arrangement, e...",/news/oburu-backs-ruto-odm-deal-tells-orengo-to-toe-the-party-line-or-leave-n362125,
NEWS,,"Oburu backs Ruto-ODM deal, tells Orengo to toe the party line or leave","Speaking during an inter-denominational prayer service attended by President William Ruto at Kadika Primary School in Suna East, Migori County, Oburu defended the broad-based government arrangement, e...",/news/oburu-backs-ruto-odm-deal-tells-orengo-to-toe-the-party-line-or-leave-n362125,
,,,,,
,,,,,
,,,,,
SPORTS,,"Man Utd crash at Brentford, Isak rescues Newcastle","Lacklustre United conceded again when Schade struck with a 70th minute header.Yoane Wissa completed the rout four minutes later, poking home for his 18th league goal this season.Garnacho's 82nd minute...",/sports/man-utd-crash-at-brentford-isak-rescues-newcastle-n362121,
SPORTS,,"Man Utd crash at Brentford, Isak rescues Newcastle","Lacklustre United conceded again when Schade struck with a 70th minute header.Yoane Wissa completed the rout four minutes later, poking home for his 18th league goal this season.Garnacho's 82nd minute...",/sports/man-utd-crash-at-brentford-isak-rescues-newcastle-n362121,
,,,,,
,,,,,
,,,,,
NEWS,,"Seven arrested over Naivasha robbery, ‘harmless’ pistol recovered","DCI says Patrick Handi, 45, David Muchina, 34, Grace Wanjiru, 33, Erick Kabiru, 32, Hassan Jamal, 32, Christopher Kimani, 30, and Ronny Muturi, 30, were intercepted in Naivasha town....",/news/seven-arrested-over-naivasha-robbery-harmless-pistol-recovered-n362123,
NEWS,,"Seven arrested over Naivasha robbery, ‘harmless’ pistol recovered","DCI says Patrick Handi, 45, David Muchina, 34, Grace Wanjiru, 33, Erick Kabiru, 32, Hassan Jamal, 32, Christopher Kimani, 30, and Ronny Muturi, 30, were intercepted in Naivasha town....",/news/seven-arrested-over-naivasha-robbery-harmless-pistol-recovered-n362123,
,,,,,
,,,,,
,,,,,
NEWS,,Police officer dies by suicide in Marsabit, Another officer saw the deceased’s body hanging from a tree near his house at 6 a.m. on Sunday,/news/police-officer-dies-by-suicide-in-marsabit-n362122,
NEWS,,Police officer dies by suicide in Marsabit, Another officer saw the deceased’s body hanging from a tree near his house at 6 a.m. on Sunday,/news/police-officer-dies-by-suicide-in-marsabit-n362122,
,,,,,
,,,,,
,,,,,
SPORTS,,Mbappe maintains Real Madrid Liga dream in Celta thriller,"""The game seemed finished... you have to remember we're without six defenders and we're not always capable of solving these things,"" said Madrid coach Carlo Ancelotti.",/sports/mbappe-maintains-real-madrid-liga-dream-in-celta-thriller-n362120,
SPORTS,,Mbappe maintains Real Madrid Liga dream in Celta thriller,"""The game seemed finished... you have to remember we're without six defenders and we're not always capable of solving these things,"" said Madrid coach Carlo Ancelotti.",/sports/mbappe-maintains-real-madrid-liga-dream-in-celta-thriller-n362120,
,,,,,
,,,,,
,,,,,
NEWS,,"Matiang’i: As president, I'll restore public trust in government",Matiang’i was among a raft of opposition politicians hosted by former Deputy President Rigathi Gachagua at the latter’s Wamunyoro residence in Nyeri County on Sunday.The former CS accused President Wi...,/news/matiangi-as-president-ill-restore-public-trust-in-government-n362119,
NEWS,,"Matiang’i: As president, I'll restore public trust in government",Matiang’i was among a raft of opposition politicians hosted by former Deputy President Rigathi Gachagua at the latter’s Wamunyoro residence in Nyeri County on Sunday.The former CS accused President Wi...,/news/matiangi-as-president-ill-restore-public-trust-in-government-n362119,
,,,,,
,,,,,
,,,,,
NEWS,,Six KWS officers charged with abduction of missing fisherman,"The officers — Francis Gachoki, Alexander Lorogoi, Isaac Wabukala, Michael Kimaiyo, Evans Kipsang, and Abdulrahman Ali Sudi — appeared before Principal Magistrate Kipkurui Kibellion and pleaded not guilty to one count of abduction with intent to conf...",/news/six-kws-officers-charged-with-abduction-of-missing-fisherman-n362177,
NEWS,,Six KWS officers charged with abduction of missing fisherman,"The officers — Francis Gachoki, Alexander Lorogoi, Isaac Wabukala, Michael Kimaiyo, Evans Kipsang, and Abdulrahman Ali Sudi — appeared before Principal Magistrate Kipkurui Kibellion and pleaded not guilty to one count of abduction with intent to conf...",/news/six-kws-officers-charged-with-abduction-of-missing-fisherman-n362177,
,,,,,
,,,,,
,,,,,
NEWS,,Four suspects arraigned over Kasipul MP Charles Were’s assassination,"According to prosecution counsel Allen Mulama, the extension is crucial for pursuing critical leads, including the pursuit of additional suspects—among them a police officer believed to have played a central role in orchestrating the killing....",/news/four-suspects-arraigned-over-kasipul-mp-charles-weres-assassination-n362175,
NEWS,,Four suspects arraigned over Kasipul MP Charles Were’s assassination,"According to prosecution counsel Allen Mulama, the extension is crucial for pursuing critical leads, including the pursuit of additional suspects—among them a police officer believed to have played a central role in orchestrating the killing....",/news/four-suspects-arraigned-over-kasipul-mp-charles-weres-assassination-n362175,
,,,,,
,,,,,
,,,,,
SPORTS,,Ex-French interior minister Darmanin apologises for 2022 Champions League fiasco,"Darmanin initially blamed Liverpool fans for the disorder and claimed many had turned up without tickets.Three years on, he admitted in the interview that the authorities had got it wrong.",/sports/ex-french-interior-minister-darmanin-apologises-for-2022-champions-league-fiasco-n362178,
SPORTS,,Ex-French interior minister Darmanin apologises for 2022 Champions League fiasco,"Darmanin initially blamed Liverpool fans for the disorder and claimed many had turned up without tickets.Three years on, he admitted in the interview that the authorities had got it wrong.",/sports/ex-french-interior-minister-darmanin-apologises-for-2022-champions-league-fiasco-n362178,
,,,,,
,,,,,
,,,,,
NEWS,,"President Ruto promises to connect 25,000 households to electricity in Migori by November","The president made the announcement while touring Awendo Constituency, where he flagged off electrification materials under the Last Mile Connectivity Programme",/news/president-ruto-promises-to-connect-25000-households-to-electricity-in-migori-by-november-n361595,
NEWS,,"President Ruto promises to connect 25,000 households to electricity in Migori by November","The president made the announcement while touring Awendo Constituency, where he flagged off electrification materials under the Last Mile Connectivity Programme",/news/president-ruto-promises-to-connect-25000-households-to-electricity-in-migori-by-november-n361595,
,,,,,
,,,,,
,,,,,
SPORTS,,"Olympic 100m medallist Kerley denies battery, admits to 'altercation'","Kerley, who won 100m gold at the 2022 World Championships and took bronze in the event at the Paris Olympics, said in a statement the arrest was down to a ""misunderstanding"".",/sports/olympic-100m-medallist-kerley-denies-battery-admits-to-altercation-n362172,
SPORTS,,"Olympic 100m medallist Kerley denies battery, admits to 'altercation'","Kerley, who won 100m gold at the 2022 World Championships and took bronze in the event at the Paris Olympics, said in a statement the arrest was down to a ""misunderstanding"".",/sports/olympic-100m-medallist-kerley-denies-battery-admits-to-altercation-n362172,
,,,,,
,,,,,
,,,,,
NEWS,,"'Must go is not an agenda,' Ruto tells critics amid major Migori projects rollout","He urged his critics to provide an alternative development plan, noting that it is unwise to rely on outdated and retrogressive political practices.",/news/must-go-is-not-an-agenda-ruto-tells-critics-amid-major-migori-projects-rollout-n362174,
NEWS,,"'Must go is not an agenda,' Ruto tells critics amid major Migori projects rollout","He urged his critics to provide an alternative development plan, noting that it is unwise to rely on outdated and retrogressive political practices.",/news/must-go-is-not-an-agenda-ruto-tells-critics-amid-major-migori-projects-rollout-n362174,
,,,,,
,,,,,
,,,,,
BUSINESS,,Kenya Power to install 45 electric vehicle chargers in six counties,"Kenya Power MD, Joseph Siror, said the chargers will be installed in Nairobi, Nyeri, Kisumu, Eldoret, Nakuru, Mombasa and Taita-Teveta.",/business/kenya-power-to-install-45-electric-vehicle-chargers-in-six-counties-n362173,
BUSINESS,,Kenya Power to install 45 electric vehicle chargers in six counties,"Kenya Power MD, Joseph Siror, said the chargers will be installed in Nairobi, Nyeri, Kisumu, Eldoret, Nakuru, Mombasa and Taita-Teveta.",/business/kenya-power-to-install-45-electric-vehicle-chargers-in-six-counties-n362173,
,,,,,
,,,,,
,,,,,
SPORTS,,Man Utd have 'big responsibility' to win Europa League: Amorim,United's winless run in the league extended to six matches as they trailed 4-1 against Brentford before late goals from Alejandro Garnacho and Amad Diallo restored a little pride for the lacklustre visitors.,/sports/man-utd-have-big-responsibility-to-win-europa-league-amorim-n362171,
SPORTS,,Man Utd have 'big responsibility' to win Europa League: Amorim,United's winless run in the league extended to six matches as they trailed 4-1 against Brentford before late goals from Alejandro Garnacho and Amad Diallo restored a little pride for the lacklustre visitors.,/sports/man-utd-have-big-responsibility-to-win-europa-league-amorim-n362171,
,,,,,
,,,,,
,,,,,
SPORTS,,Eliud Owalo and John Obi Mikel explore strategic partnership to uplift Kenyan football,"At the core of the discussions was the creation of a robust talent pipeline through structured youth programs. The proposed collaboration will focus on scouting and mentoring young players from across the country, particularly in underserved communit...",/sports/eliud-owalo-and-john-obi-mikel-explore-strategic-partnership-to-uplift-kenyan-football-n362170,
SPORTS,,Eliud Owalo and John Obi Mikel explore strategic partnership to uplift Kenyan football,"At the core of the discussions was the creation of a robust talent pipeline through structured youth programs. The proposed collaboration will focus on scouting and mentoring young players from across the country, particularly in underserved communit...",/sports/eliud-owalo-and-john-obi-mikel-explore-strategic-partnership-to-uplift-kenyan-football-n362170,
,,,,,
,,,,,
,,,,,
NEWS,,Gov't pathologist: Kasipul MP Charles Ong'ondo died from multiple internal injuries,"Speaking to the press after conducting a detailed autopsy at Lee Funeral Home, Dr. Oduor revealed that the MP was shot five times, with the bullets penetrating vital internal organs.&nbs...",/news/govt-pathologist-kasipul-mp-charles-ongondo-died-from-multiple-internal-injuries-n362169,
NEWS,,Gov't pathologist: Kasipul MP Charles Ong'ondo died from multiple internal injuries,"Speaking to the press after conducting a detailed autopsy at Lee Funeral Home, Dr. Oduor revealed that the MP was shot five times, with the bullets penetrating vital internal organs.&nbs...",/news/govt-pathologist-kasipul-mp-charles-ongondo-died-from-multiple-internal-injuries-n362169,
,,,,,
,,,,,
,,,,,
SPORTS,,"Gor Mahia blame Shabana for stadium chaos, urge FKF to act","In a strongly worded statement released Monday, the club accused Shabana, the home team, of failing to ensure proper security for a match that had been flagged as high-risk.",/sports/gor-mahia-blame-shabana-for-stadium-chaos-urge-fkf-to-act-n362167,
SPORTS,,"Gor Mahia blame Shabana for stadium chaos, urge FKF to act","In a strongly worded statement released Monday, the club accused Shabana, the home team, of failing to ensure proper security for a match that had been flagged as high-risk.",/sports/gor-mahia-blame-shabana-for-stadium-chaos-urge-fkf-to-act-n362167,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,Mob lynches suspected arsonist in Machakos,"The suspect ran towards a church, with the mob chasing him",/wananchi-reporting/mob-lynches-suspected-arsonist-in-machakos-n362168,
WANANCHI REPORTING,,Mob lynches suspected arsonist in Machakos,"The suspect ran towards a church, with the mob chasing him",/wananchi-reporting/mob-lynches-suspected-arsonist-in-machakos-n362168,
,,,,,
,,,,,
,,,,,
SPORTS,,Alexander-Arnold confirms Liverpool exit after 'hardest decision',Alexander-Arnold's contract talks over a free transfer switch to Real are reported to be at an advanced stage.He will depart as a Premier League champion after the Reds moved level with rivals Manches...,/sports/alexander-arnold-confirms-liverpool-exit-after-hardest-decision-n362165,
SPORTS,,Alexander-Arnold confirms Liverpool exit after 'hardest decision',Alexander-Arnold's contract talks over a free transfer switch to Real are reported to be at an advanced stage.He will depart as a Premier League champion after the Reds moved level with rivals Manches...,/sports/alexander-arnold-confirms-liverpool-exit-after-hardest-decision-n362165,
,,,,,
,,,,,
,,,,,
SPORTS,,Ex-Chelsea star Obi Mikel tips Benni McCarthy to turn around Harambee Stars fortunes,"Mikel, is in Nairobi, for a visit organised by London-based Africa Cultural Enterprise in collaboration with E-Sports platform Afrigame.",/sports/ex-chelsea-star-obi-mikel-tips-benni-mccarthy-to-turn-around-harambee-stars-fortunes-n362159,
SPORTS,,Ex-Chelsea star Obi Mikel tips Benni McCarthy to turn around Harambee Stars fortunes,"Mikel, is in Nairobi, for a visit organised by London-based Africa Cultural Enterprise in collaboration with E-Sports platform Afrigame.",/sports/ex-chelsea-star-obi-mikel-tips-benni-mccarthy-to-turn-around-harambee-stars-fortunes-n362159,
,,,,,
,,,,,
,,,,,
NEWS,,Pope Francis last wish: Popemobile be used as mobile clinic for children in Gaza,"Since the war in Gaza started in 2023, Pope Francis made sure to regularly call Palestinians sheltering in a small Catholic parish in Gaza City.",/news/pope-francis-last-wish-popemobile-be-used-as-mobile-clinic-for-children-in-gaza-n362163,
NEWS,,Pope Francis last wish: Popemobile be used as mobile clinic for children in Gaza,"Since the war in Gaza started in 2023, Pope Francis made sure to regularly call Palestinians sheltering in a small Catholic parish in Gaza City.",/news/pope-francis-last-wish-popemobile-be-used-as-mobile-clinic-for-children-in-gaza-n362163,
,,,,,
,,,,,
,,,,,
SPORTS,,Milima Queens dream on in quest for FKF Cup,"Milima Queens’ next challenge is a tough one as they are set to face heavyweights Kenya Police Bullets, in the round of 16. Despite the daunting task, Kutsuru remains upbeat and confident.",/sports/milima-queens-dream-on-in-quest-for-fkf-cup-n362155,
SPORTS,,Milima Queens dream on in quest for FKF Cup,"Milima Queens’ next challenge is a tough one as they are set to face heavyweights Kenya Police Bullets, in the round of 16. Despite the daunting task, Kutsuru remains upbeat and confident.",/sports/milima-queens-dream-on-in-quest-for-fkf-cup-n362155,
,,,,,
,,,,,
,,,,,
TECH,,Court orders Worldcoin to delete biometric data collected from Kenyans,"Deputy Data Commissioner Oscar Otieno said that having reviewed the Worldcoin project operations in the country, he was satisfied that it is not safe for Kenyans.",/tech/court-orders-worldcoin-to-delete-biometric-data-collected-from-kenyans-n362162,
TECH,,Court orders Worldcoin to delete biometric data collected from Kenyans,"Deputy Data Commissioner Oscar Otieno said that having reviewed the Worldcoin project operations in the country, he was satisfied that it is not safe for Kenyans.",/tech/court-orders-worldcoin-to-delete-biometric-data-collected-from-kenyans-n362162,
,,,,,
,,,,,
,,,,,
NEWS,,'It was a light moment!' Dennis Itumbi downplays Ruto's shoe incident,"From the new video, the man appears to be comically using the shoe as a mobile device to 'record' the president; his angling of the shoe ( in a landscape position) appearing to support the conclusion...",/news/it-was-a-light-moment-dennis-itumbi-downplays-rutos-shoe-incident-n362152,
NEWS,,'It was a light moment!' Dennis Itumbi downplays Ruto's shoe incident,"From the new video, the man appears to be comically using the shoe as a mobile device to 'record' the president; his angling of the shoe ( in a landscape position) appearing to support the conclusion...",/news/it-was-a-light-moment-dennis-itumbi-downplays-rutos-shoe-incident-n362152,
,,,,,
,,,,,
,,,,,
TECH,,UAE schools to teach AI from kindergarten up,,/tech/uae-schools-to-teach-ai-from-kindergarten-up-n362157,
TECH,,UAE schools to teach AI from kindergarten up,,/tech/uae-schools-to-teach-ai-from-kindergarten-up-n362157,
,,,,,
,,,,,
,,,,,
NEWS,,"Rwanda in talks to receive migrants deported from US, foreign minister says",Kigali signed an agreement with Britain in 2022 to take in thousands of asylum seekers from the UK before the deal was scrapped last year by then newly-elected Prime Minister Keir Starmer....,/news/rwanda-in-talks-to-receive-migrants-deported-from-us-foreign-minister-says-n362156,
NEWS,,"Rwanda in talks to receive migrants deported from US, foreign minister says",Kigali signed an agreement with Britain in 2022 to take in thousands of asylum seekers from the UK before the deal was scrapped last year by then newly-elected Prime Minister Keir Starmer....,/news/rwanda-in-talks-to-receive-migrants-deported-from-us-foreign-minister-says-n362156,
,,,,,
,,,,,
,,,,,
NEWS,,"CS Ruku vows to deepen public service reforms, focus on marginalized areas",,/news/cs-ruku-vows-to-deepen-public-service-reforms-focus-on-marginalized-areas-n362151,
NEWS,,"CS Ruku vows to deepen public service reforms, focus on marginalized areas",,/news/cs-ruku-vows-to-deepen-public-service-reforms-focus-on-marginalized-areas-n362151,
,,,,,
,,,,,
,,,,,
BUSINESS,,CAK gives Del Monte greenlight to acquire 100% Mananasi Fibre Ltd’s shares,"The Authority said that the approval will not affect competition for textile-grade pineapple fibre, compost production, and biochar production in Kenya. ",/business/cak-gives-del-monte-greenlight-to-acquire-100-mananasi-fibre-ltds-shares-n362154,
BUSINESS,,CAK gives Del Monte greenlight to acquire 100% Mananasi Fibre Ltd’s shares,"The Authority said that the approval will not affect competition for textile-grade pineapple fibre, compost production, and biochar production in Kenya. ",/business/cak-gives-del-monte-greenlight-to-acquire-100-mananasi-fibre-ltds-shares-n362154,
,,,,,
,,,,,
,,,,,
SPORTS,,Government moves to ringfence Sports Fund as CS Mvurya calls for legal reforms,"Speaking in Diani, Kwale County during a joint session with the National Assembly's Departmental Committee on Sports and Culture, CS Mvurya told lawmakers on the operations of the fund and the growing...",/sports/government-moves-to-ringfence-sports-fund-as-cs-mvurya-calls-for-legal-reforms-n362153,
SPORTS,,Government moves to ringfence Sports Fund as CS Mvurya calls for legal reforms,"Speaking in Diani, Kwale County during a joint session with the National Assembly's Departmental Committee on Sports and Culture, CS Mvurya told lawmakers on the operations of the fund and the growing...",/sports/government-moves-to-ringfence-sports-fund-as-cs-mvurya-calls-for-legal-reforms-n362153,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,'Zakayo Shoe-ka!’ Memes fly across the internet after Ruto is hit with dusty shoe in Migori,"The 5-second clip, which captured the exact moment a flying shoe knocked the president's speech off his mouth, as he struggled to finish the sentence and calm the chaos that followed, galvanised the i...",/entertainment/zakayo-shoe-ka-memes-fly-across-the-internet-after-ruto-is-hit-with-dusty-shoe-in-migori-n362150,
ENTERTAINMENT,,'Zakayo Shoe-ka!’ Memes fly across the internet after Ruto is hit with dusty shoe in Migori,"The 5-second clip, which captured the exact moment a flying shoe knocked the president's speech off his mouth, as he struggled to finish the sentence and calm the chaos that followed, galvanised the i...",/entertainment/zakayo-shoe-ka-memes-fly-across-the-internet-after-ruto-is-hit-with-dusty-shoe-in-migori-n362150,
,,,,,
,,,,,
,,,,,
NEWS,,Legislators raise concerns on President Ruto's security after flying shoe incident,President Ruto was hit by a flying shoe while addressing a public rally in Migori County on Sunday.,/news/legislators-raise-concerns-on-president-rutos-security-after-flying-shoe-incident-n362149,
